C0,C1,r,delta,theta,thetaG,alpha_0,beta_0,alpha_1,beta_1,U_G,U_D,Gstrategy,Dstrategy,backfiring_flag
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.5,0.1,0.125,0.1,0.125,0.5,0.255625,0.15249999999999997,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.55,0.1,0.125,0.1,0.125,0.55,0.280625,0.13499999999999995,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.6000000000000001,0.1,0.125,0.1,0.125,0.6000000000000001,0.30562500000000004,0.11249999999999993,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.65,0.1,0.125,0.1,0.125,0.65,0.330625,0.08499999999999996,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.7000000000000001,0.1,0.125,0.1,0.125,0.7000000000000001,0.355625,0.052499999999999936,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.75,0.1,0.125,0.1,0.125,0.75,0.380625,0.014999999999999958,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.8,0.1,1e-06,0.24444544444444438,1e-06,0.8,0.340246313575747,0.09135963580146905,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.8500000000000001,0.1,0.0,0.25,0.0,0.8500000000000001,0.36250000000000004,0.06499999999999995,$\alpha_0=0$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.9,0.1,0.0,0.25,0.0,0.9,0.3875,0.02749999999999997,$\alpha_0=0$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.9500000000000001,0.1,1e-06,0.39444544444444435,1e-06,0.9500000000000001,0.3194123052424137,0.16635963580146906,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.0,0.1,1e-06,0.44444544444444434,1e-06,1.0,0.3024676357979692,0.19135963580146897,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.05,0.1,1e-06,0.49444544444444427,1e-06,1.05,0.28052296635352486,0.21635963580146889,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.1,0.1,1e-06,0.5444454444444448,1e-06,1.1,0.25357829690907996,0.2413596358014694,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.1500000000000001,0.1,1e-06,0.5944454444444446,1e-06,1.1500000000000001,0.22163362746463566,0.26635963580146915,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.2000000000000002,0.1,1e-06,0.6444454444444446,1e-06,1.2000000000000002,0.1846889580201912,0.2913596358014692,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.25,0.1,1e-06,0.6944454444444444,1e-06,1.25,0.1427442885757469,0.3163596358014691,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.3,0.1,1e-06,0.7444454444444446,1e-06,1.3,0.0957996191313022,0.3413596358014692,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.35,0.1,1e-06,0.7944454444444443,1e-06,1.35,0.043854949686858324,0.3663596358014689,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.4000000000000001,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.4500000000000002,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.5,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.55,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.6,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.6500000000000001,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.7000000000000002,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.75,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.8,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.85,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.9000000000000001,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.9500000000000002,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.0,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.0500000000000003,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.15,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.2,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.25,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.3000000000000003,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.35,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.4000000000000004,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.45,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.5,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.15000000000000002,0.15000000000000002,0.0,0.25,0.0,0.5,0.1875,0.1875,$\alpha_0=0$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.2,0.15000000000000002,0.0,0.25,0.0,0.5,0.1875,0.1875,$\alpha_0=0$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.25,0.15000000000000002,0.0,0.25,0.0,0.5,0.1875,0.1875,$\alpha_0=0$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.30000000000000004,0.15000000000000002,0.0,0.25,0.0,0.5,0.1875,0.1875,$\alpha_0=0$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.35000000000000003,0.15000000000000002,0.0,0.25,0.0,0.5,0.1875,0.1875,$\alpha_0=0$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.4,0.15000000000000002,0.0,0.25,0.0,0.5,0.1875,0.1875,$\alpha_0=0$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.45,0.15000000000000002,0.06249999999999997,0.15000000000000002,0.06249999999999997,0.45,0.20640624999999999,0.16624999999999998,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.5,0.15000000000000002,0.06249999999999997,0.15000000000000002,0.06249999999999997,0.5,0.23140625,0.15875,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.55,0.15000000000000002,0.06249999999999997,0.15000000000000002,0.06249999999999997,0.55,0.25640625,0.14625,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.6000000000000001,0.15000000000000002,0.06249999999999997,0.15000000000000002,0.06249999999999997,0.6000000000000001,0.28140625,0.12874999999999998,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.65,0.15000000000000002,0.06249999999999997,0.15000000000000002,0.06249999999999997,0.65,0.30640625,0.10625000000000001,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.7000000000000001,0.15000000000000002,0.06249999999999997,0.15000000000000002,0.06249999999999997,0.7000000000000001,0.33140625,0.07874999999999999,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.75,0.15000000000000002,0.06249999999999997,0.15000000000000002,0.06249999999999997,0.75,0.35640625,0.04625000000000001,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.8,0.15000000000000002,0.06249999999999997,0.15000000000000002,0.06249999999999997,0.8,0.38140625,0.00874999999999998,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.8500000000000001,0.15000000000000002,0.0,0.25,0.0,0.8500000000000001,0.36250000000000004,0.06499999999999995,$\alpha_0=0$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.9,0.15000000000000002,0.0,0.25,0.0,0.9,0.3875,0.02749999999999997,$\alpha_0=0$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.9500000000000001,0.15000000000000002,1e-06,0.39444544444444435,1e-06,0.9500000000000001,0.3194123052424137,0.16635963580146906,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.0,0.15000000000000002,1e-06,0.44444544444444434,1e-06,1.0,0.3024676357979692,0.19135963580146897,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.05,0.15000000000000002,1e-06,0.49444544444444427,1e-06,1.05,0.28052296635352486,0.21635963580146889,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.1,0.15000000000000002,1e-06,0.5444454444444448,1e-06,1.1,0.25357829690907996,0.2413596358014694,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.1500000000000001,0.15000000000000002,1e-06,0.5944454444444446,1e-06,1.1500000000000001,0.22163362746463566,0.26635963580146915,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.2000000000000002,0.15000000000000002,1e-06,0.6444454444444446,1e-06,1.2000000000000002,0.1846889580201912,0.2913596358014692,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.25,0.15000000000000002,1e-06,0.6944454444444444,1e-06,1.25,0.1427442885757469,0.3163596358014691,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.3,0.15000000000000002,1e-06,0.7444454444444446,1e-06,1.3,0.0957996191313022,0.3413596358014692,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.35,0.15000000000000002,1e-06,0.7944454444444443,1e-06,1.35,0.043854949686858324,0.3663596358014689,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.4000000000000001,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.4500000000000002,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.5,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.55,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.6,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.6500000000000001,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.7000000000000002,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.75,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.8,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.85,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.9000000000000001,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.9500000000000002,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.0,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.0500000000000003,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.1,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.15,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.2,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.25,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.3000000000000003,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.35,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.4000000000000004,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.45,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,2.5,0.15000000000000002,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.2,0.2,0.0,0.25,0.0,0.5,0.1875,0.1875,$\alpha_0=0$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.25,0.2,0.0,0.25,0.0,0.5,0.1875,0.1875,$\alpha_0=0$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.30000000000000004,0.2,0.0,0.25,0.0,0.5,0.1875,0.1875,$\alpha_0=0$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.35000000000000003,0.2,0.0,0.25,0.0,0.5,0.1875,0.1875,$\alpha_0=0$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.4,0.2,0.0,0.25,0.0,0.5,0.1875,0.1875,$\alpha_0=0$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.45,0.2,0.0,0.25,0.0,0.5,0.1875,0.1875,$\alpha_0=0$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.5,0.2,0.0,0.2,0.0,0.5,0.21,0.16,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.55,0.2,0.0,0.2,0.0,0.55,0.23500000000000001,0.1525,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.6000000000000001,0.2,0.0,0.2,0.0,0.6000000000000001,0.26,0.13999999999999999,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.65,0.2,0.0,0.2,0.0,0.65,0.28500000000000003,0.1225,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.7000000000000001,0.2,0.0,0.2,0.0,0.7000000000000001,0.31000000000000005,0.10000000000000003,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.75,0.2,0.0,0.2,0.0,0.75,0.33499999999999996,0.07249999999999995,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.8,0.2,0.0,0.2,0.0,0.8,0.36,0.039999999999999925,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.8500000000000001,0.2,0.0,0.2,0.0,0.8500000000000001,0.385,0.002499999999999891,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.9,0.2,0.0,0.25,0.0,0.9,0.3875,0.02749999999999997,$\alpha_0=0$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.9500000000000001,0.2,1e-06,0.39444544444444435,1e-06,0.9500000000000001,0.3194123052424137,0.16635963580146906,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.0,0.2,1e-06,0.44444544444444434,1e-06,1.0,0.3024676357979692,0.19135963580146897,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.05,0.2,1e-06,0.49444544444444427,1e-06,1.05,0.28052296635352486,0.21635963580146889,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.1,0.2,1e-06,0.5444454444444448,1e-06,1.1,0.25357829690907996,0.2413596358014694,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.1500000000000001,0.2,1e-06,0.5944454444444446,1e-06,1.1500000000000001,0.22163362746463566,0.26635963580146915,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
